"","taxId","gi","species","superkingdom","phylum","order","family","genus","kingdom","class","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"274","5763","1230837184","Naegleria fowleri","Eukaryota","Heterolobosea","Unassigned","Vahlkampfiidae","Naegleria","Unassigned","Unassigned","KY062165.1",690,0,0,555,571,1244,1226,555,1244
"275","58627","1811401757","Debaryomyces fabryi","Eukaryota","Ascomycota","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Fungi","Saccharomycetes","NG_067625.1",604,0,0,531,547,1134,1116,531,1134
"276","5872","1811293084","Theileria equi","Eukaryota","Apicomplexa","Piroplasmida","Theileriidae","Theileria","Unassigned","Aconoidasida","MT093500.1",577,0,0,403,419,979,961,403,979
"277","5938","1780224039","Euplotes raikovi","Eukaryota","Ciliophora","Euplotida","Euplotidae","Euplotes","Unassigned","Spirotrichea","MN783334.1",657,0,0,558,574,1214,1196,558,1214
"278","5940","1820172061","Euplotes aediculatus","Eukaryota","Ciliophora","Euplotida","Euplotidae","Euplotes","Unassigned","Spirotrichea","LR588889.1",670,0,0,277,293,946,928,277,946
"279","60698","1773338159","Macadamia integrifolia","Eukaryota","Streptophyta","Proteales","Proteaceae","Macadamia","Viridiplantae","Magnoliopsida","MN650750.1",604,0,0,543,559,1146,1128,543,1146
"280","623014","1818801669","Pratylenchoides leiocauda","Eukaryota","Nematoda","Rhabditida","Merliniidae","Pratylenchoides","Metazoa","Chromadorea","MN510992.2",602,0,0,262,278,863,845,262,863
"281","623020","1805120967","Pratylenchoides riparius","Eukaryota","Nematoda","Rhabditida","Merliniidae","Pratylenchoides","Metazoa","Chromadorea","MK419952.1",603,0,0,391,407,993,975,391,993
"282","652941","1253553589","Montipora patula","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Montipora","Metazoa","Anthozoa","LT631107.1",626,0,0,650,666,1275,1257,650,1275
"283","659875","1815405515","Betula pendula","Eukaryota","Streptophyta","Fagales","Betulaceae","Betula","Viridiplantae","Magnoliopsida","MT122805.1",603,0,0,561,577,1163,1145,561,1163
"284","676057","1253553530","Acropora abrotanoides","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631048.1",653,0,0,550,566,1202,1184,550,1202
"285","69517","1012003977","Microplana nana","Eukaryota","Platyhelminthes","Tricladida","Geoplanidae","Microplana","Metazoa","Rhabditophora","KR906659.1",606,0,0,519,535,1124,1106,519,1124
"286","70778","1253553545","Acropora nasuta","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631063.1",655,0,0,542,558,1196,1178,542,1196
"287","70780","1253553556","Acropora gemmifera","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631074.1",633,0,0,539,555,1171,1153,539,1171
"288","70783","1253553538","Acropora tenuis","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631056.1",632,0,0,545,561,1176,1158,545,1176
"289","7238","1818158359","Drosophila sechellia","Eukaryota","Arthropoda","Diptera","Drosophilidae","Drosophila","Metazoa","Insecta","XR_004362723.1",680,0,0,561,577,1240,1222,561,1240
"290","7244","1808468992","Drosophila virilis","Eukaryota","Arthropoda","Diptera","Drosophilidae","Drosophila","Metazoa","Insecta","XR_004303210.1",683,0,0,565,581,1247,1229,565,1247
"291","8084","1812306275","Xiphophorus hellerii","Eukaryota","Chordata","Cyprinodontiformes","Poeciliidae","Xiphophorus","Metazoa","Actinopteri","XR_004336940.1",621,0,0,642,658,1262,1244,642,1262
"292","89338","1253553521","Acropora cerealis","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631039.1",647,0,0,542,558,1188,1170,542,1188
"293","9720","1808022894","Phoca vitulina","Eukaryota","Chordata","Carnivora","Phocidae","Phoca","Metazoa","Mammalia","XR_004298788.1",611,0,0,606,622,1216,1198,606,1216
"294","994753","1253553586","Montipora verrilli","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Montipora","Metazoa","Anthozoa","LT631104.1",626,0,0,650,666,1275,1257,650,1275
